313632,101640.0,101640.0,101640.0
627264,101640.0,101640.0,101640.0
940896,101640.0,101640.0,101640.0
1254528,101640.0,101640.0,101640.0
1568160,101640.0,101640.0,101640.0
1881792,101640.0,101640.0,101640.0
2195424,101640.0,101640.0,101640.0
2509056,101640.0,101640.0,101640.0
2822688,101640.0,101640.0,101640.0
3136320,101640.0,101640.0,101640.0
3449952,101640.0,101640.0,101640.0
3763584,101640.0,101640.0,101640.0
4077216,101640.0,101640.0,101640.0
4390848,101640.0,101640.0,101640.0
4704480,101640.0,101640.0,101640.0
5018112,101640.0,101640.0,101640.0
5331744,101640.0,101640.0,101640.0
5645376,101640.0,101640.0,101640.0
5959008,101640.0,101640.0,101640.0
6272640,101640.0,101640.0,101640.0
6586272,100115.867,99349.97297829569,100881.76102170431
6899904,52358.374,49209.24028619908,55507.50771380093
7213536,27.79,27.60663099926533,27.973369000734667
7527168,27.534,27.361959906695837,27.70604009330416
7840800,27.478,27.29943748311015,27.656562516889853
8154432,27.517,27.340645665125496,27.693354334874503
8468064,27.54,27.360055039445864,27.719944960554134
8781696,27.544,27.373224989044747,27.714775010955254
9095328,27.467,27.293645409892,27.640354590107997
