235224,75625.0,75625.0,75625.0
470448,75625.0,75625.0,75625.0
705672,75625.0,75625.0,75625.0
940896,75625.0,75625.0,75625.0
1176120,75625.0,75625.0,75625.0
1411344,75625.0,75625.0,75625.0
1646568,75625.0,75625.0,75625.0
1881792,75625.0,75625.0,75625.0
2117016,75625.0,75625.0,75625.0
2352240,75625.0,75625.0,75625.0
2587464,75625.0,75625.0,75625.0
2822688,75625.0,75625.0,75625.0
3057912,75625.0,75625.0,75625.0
3293136,75625.0,75625.0,75625.0
3528360,28.133,27.979174703772884,28.286825296227114
3763584,27.62,27.461638208468656,27.778361791531346
3998808,27.198,27.02169925960262,27.37430074039738
4234032,27.568,27.391540322851768,27.744459677148235
4469256,26.923,26.74360433126867,27.102395668731326
4704480,26.68,26.512802959923896,26.847197040076104
4939704,26.718,26.544185012581046,26.891814987418954
5174928,26.744,26.573806934977416,26.914193065022584
5410152,26.615,26.444555067206103,26.785444932793894
5645376,26.461,26.293677901007634,26.628322098992363
5880600,26.695,26.519320038111886,26.870679961888115
6115824,26.522,26.352315485975,26.691684514024995
6351048,26.64,26.46992066904289,26.810079330957112
6586272,26.597,26.42442711050751,26.769572889492494
6821496,26.484,26.318349421176187,26.649650578823817
