169884,49247.0,49247.0,49247.0
339768,46884.376,46231.89811213649,47536.8538878635
509652,49247.0,49247.0,49247.0
679536,49247.0,49247.0,49247.0
849420,49247.0,49247.0,49247.0
1019304,49247.0,49247.0,49247.0
1189188,49247.0,49247.0,49247.0
1359072,49247.0,49247.0,49247.0
1528956,41517.346,40406.64453981656,42628.047460183436
1698840,1095.752,647.9120854435416,1543.5919145564583
1868724,12.571,12.472618962584637,12.669381037415363
2038608,12.633,12.53439735287722,12.731602647122779
2208492,12.611,12.519447628741343,12.702552371258658
2378376,12.507,12.411013027652391,12.602986972347608
2548260,12.644,12.547268495481738,12.740731504518262
2718144,12.528,12.432067828299537,12.623932171700464
2888028,12.598,12.50563809879396,12.69036190120604
3057912,12.497,12.406582178703488,12.587417821296512
3227796,12.476,12.3878774442993,12.564122555700703
3397680,12.496,12.405667427203095,12.586332572796906
3567564,12.621,12.523002766405412,12.718997233594589
